type,from,to,properties_json
HAS_PERFORMANCE_LEVEL,AI506-A3-RUBRIC-C2,AI506-A3-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI506-A3-RUBRIC-C2,AI506-A3-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI506-A3-RUBRIC,AI506-A3-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI506-A3-RUBRIC-C3,AI506-A3-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI506-A3-RUBRIC-C3,AI506-A3-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI506-A3-RUBRIC-C3,AI506-A3-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI506-M3-MLO1,AI506-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI506-M3-MLO2,AI506-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI506-M3-MLO3,AI506-A3,"{""weight"": 0.33}"
HAS_COURSE,MSCAI,AI507,"{""sequence"": 7}"
DEFINES_CLO,AI507,AI507-CLO1,{}
DEVELOPS,AI507-CLO1,SK-RESPONSIBLE-AI,"{""weight"": 0.33}"
DEVELOPS,AI507-CLO1,SK-AI-GOVERNANCE,"{""weight"": 0.33}"
DEVELOPS,AI507-CLO1,SK-AI-RISK-MANAGEMENT,"{""weight"": 0.33}"
DEFINES_CLO,AI507,AI507-CLO2,{}
DEVELOPS,AI507-CLO2,SK-RESPONSIBLE-AI,"{""weight"": 0.33}"
DEVELOPS,AI507-CLO2,SK-AI-GOVERNANCE,"{""weight"": 0.33}"
DEFINES_CLO,AI507,AI507-CLO3,{}
DEVELOPS,AI507-CLO3,SK-RESPONSIBLE-AI,"{""weight"": 0.33}"
DEVELOPS,AI507-CLO3,SK-AI-GOVERNANCE,"{""weight"": 0.33}"
DEVELOPS,AI507-CLO3,SK-AI-RISK-MANAGEMENT,"{""weight"": 0.33}"
DEFINES_CLO,AI507,AI507-CLO4,{}
DEVELOPS,AI507-CLO4,SK-RESPONSIBLE-AI,"{""weight"": 0.33}"
DEVELOPS,AI507-CLO4,SK-AI-GOVERNANCE,"{""weight"": 0.33}"
HAS_MODULE,AI507,AI507-M1,"{""sequence"": 1}"
DEFINES_MLO,AI507-M1,AI507-M1-MLO1,{}
CONTRIBUTES_TO,AI507-M1-MLO1,AI507-CLO1,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI507-M1,AI507-M1-MLO2,{}
CONTRIBUTES_TO,AI507-M1-MLO2,AI507-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI507-M1,AI507-M1-MLO3,{}
CONTRIBUTES_TO,AI507-M1-MLO3,AI507-CLO3,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI507-M1,AI507-M1-L1,"{""sequence"": 1}"
ADDRESSES,AI507-M1-L1,AI507-M1-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI507-M1,AI507-M1-L2,"{""sequence"": 2}"
ADDRESSES,AI507-M1-L2,AI507-M1-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI507-A1,AI507-A1-RUBRIC,{}
HAS_CRITERION,AI507-A1-RUBRIC,AI507-A1-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C1,AI507-A1-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C1,AI507-A1-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C1,AI507-A1-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI507-A1-RUBRIC,AI507-A1-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C2,AI507-A1-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C2,AI507-A1-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C2,AI507-A1-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI507-A1-RUBRIC,AI507-A1-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C3,AI507-A1-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C3,AI507-A1-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A1-RUBRIC-C3,AI507-A1-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI507-M1-MLO1,AI507-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI507-M1-MLO2,AI507-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI507-M1-MLO3,AI507-A1,"{""weight"": 0.33}"
HAS_MODULE,AI507,AI507-M2,"{""sequence"": 2}"
DEFINES_MLO,AI507-M2,AI507-M2-MLO1,{}
CONTRIBUTES_TO,AI507-M2-MLO1,AI507-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI507-M2,AI507-M2-MLO2,{}
CONTRIBUTES_TO,AI507-M2-MLO2,AI507-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI507-M2,AI507-M2-MLO3,{}
CONTRIBUTES_TO,AI507-M2-MLO3,AI507-CLO4,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI507-M2,AI507-M2-L1,"{""sequence"": 1}"
ADDRESSES,AI507-M2-L1,AI507-M2-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI507-M2,AI507-M2-L2,"{""sequence"": 2}"
ADDRESSES,AI507-M2-L2,AI507-M2-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI507-A2,AI507-A2-RUBRIC,{}
HAS_CRITERION,AI507-A2-RUBRIC,AI507-A2-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C1,AI507-A2-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C1,AI507-A2-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C1,AI507-A2-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI507-A2-RUBRIC,AI507-A2-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C2,AI507-A2-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C2,AI507-A2-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C2,AI507-A2-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI507-A2-RUBRIC,AI507-A2-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C3,AI507-A2-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C3,AI507-A2-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A2-RUBRIC-C3,AI507-A2-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI507-M2-MLO1,AI507-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI507-M2-MLO2,AI507-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI507-M2-MLO3,AI507-A2,"{""weight"": 0.33}"
HAS_MODULE,AI507,AI507-M3,"{""sequence"": 3}"
DEFINES_MLO,AI507-M3,AI507-M3-MLO1,{}
CONTRIBUTES_TO,AI507-M3-MLO1,AI507-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI507-M3,AI507-M3-MLO2,{}
CONTRIBUTES_TO,AI507-M3-MLO2,AI507-CLO4,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI507-M3,AI507-M3-MLO3,{}
CONTRIBUTES_TO,AI507-M3-MLO3,AI507-CLO1,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI507-M3,AI507-M3-L1,"{""sequence"": 1}"
ADDRESSES,AI507-M3-L1,AI507-M3-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI507-M3,AI507-M3-L2,"{""sequence"": 2}"
ADDRESSES,AI507-M3-L2,AI507-M3-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI507-A3,AI507-A3-RUBRIC,{}
HAS_CRITERION,AI507-A3-RUBRIC,AI507-A3-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C1,AI507-A3-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C1,AI507-A3-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C1,AI507-A3-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI507-A3-RUBRIC,AI507-A3-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C2,AI507-A3-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C2,AI507-A3-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C2,AI507-A3-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI507-A3-RUBRIC,AI507-A3-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C3,AI507-A3-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C3,AI507-A3-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI507-A3-RUBRIC-C3,AI507-A3-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI507-M3-MLO1,AI507-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI507-M3-MLO2,AI507-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI507-M3-MLO3,AI507-A3,"{""weight"": 0.33}"
HAS_COURSE,MSCAI,AI508,"{""sequence"": 8}"
DEFINES_CLO,AI508,AI508-CLO1,{}
DEVELOPS,AI508-CLO1,SK-MLOPS,"{""weight"": 0.33}"
DEVELOPS,AI508-CLO1,SK-MODEL-DEPLOYMENT,"{""weight"": 0.33}"
DEVELOPS,AI508-CLO1,SK-AI-OBSERVABILITY,"{""weight"": 0.33}"
DEFINES_CLO,AI508,AI508-CLO2,{}
DEVELOPS,AI508-CLO2,SK-MLOPS,"{""weight"": 0.33}"
DEVELOPS,AI508-CLO2,SK-MODEL-DEPLOYMENT,"{""weight"": 0.33}"
DEFINES_CLO,AI508,AI508-CLO3,{}
DEVELOPS,AI508-CLO3,SK-MLOPS,"{""weight"": 0.33}"
DEVELOPS,AI508-CLO3,SK-MODEL-DEPLOYMENT,"{""weight"": 0.33}"
DEVELOPS,AI508-CLO3,SK-AI-OBSERVABILITY,"{""weight"": 0.33}"
DEFINES_CLO,AI508,AI508-CLO4,{}
DEVELOPS,AI508-CLO4,SK-MLOPS,"{""weight"": 0.33}"
DEVELOPS,AI508-CLO4,SK-MODEL-DEPLOYMENT,"{""weight"": 0.33}"
HAS_MODULE,AI508,AI508-M1,"{""sequence"": 1}"
DEFINES_MLO,AI508-M1,AI508-M1-MLO1,{}
CONTRIBUTES_TO,AI508-M1-MLO1,AI508-CLO1,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI508-M1,AI508-M1-MLO2,{}
CONTRIBUTES_TO,AI508-M1-MLO2,AI508-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI508-M1,AI508-M1-MLO3,{}
CONTRIBUTES_TO,AI508-M1-MLO3,AI508-CLO3,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI508-M1,AI508-M1-L1,"{""sequence"": 1}"
ADDRESSES,AI508-M1-L1,AI508-M1-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI508-M1,AI508-M1-L2,"{""sequence"": 2}"
ADDRESSES,AI508-M1-L2,AI508-M1-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI508-A1,AI508-A1-RUBRIC,{}
HAS_CRITERION,AI508-A1-RUBRIC,AI508-A1-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C1,AI508-A1-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C1,AI508-A1-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C1,AI508-A1-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI508-A1-RUBRIC,AI508-A1-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C2,AI508-A1-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C2,AI508-A1-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C2,AI508-A1-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI508-A1-RUBRIC,AI508-A1-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C3,AI508-A1-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C3,AI508-A1-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A1-RUBRIC-C3,AI508-A1-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI508-M1-MLO1,AI508-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI508-M1-MLO2,AI508-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI508-M1-MLO3,AI508-A1,"{""weight"": 0.33}"
HAS_MODULE,AI508,AI508-M2,"{""sequence"": 2}"
DEFINES_MLO,AI508-M2,AI508-M2-MLO1,{}
CONTRIBUTES_TO,AI508-M2-MLO1,AI508-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI508-M2,AI508-M2-MLO2,{}
CONTRIBUTES_TO,AI508-M2-MLO2,AI508-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI508-M2,AI508-M2-MLO3,{}
CONTRIBUTES_TO,AI508-M2-MLO3,AI508-CLO4,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI508-M2,AI508-M2-L1,"{""sequence"": 1}"
ADDRESSES,AI508-M2-L1,AI508-M2-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI508-M2,AI508-M2-L2,"{""sequence"": 2}"
ADDRESSES,AI508-M2-L2,AI508-M2-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI508-A2,AI508-A2-RUBRIC,{}
HAS_CRITERION,AI508-A2-RUBRIC,AI508-A2-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C1,AI508-A2-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C1,AI508-A2-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C1,AI508-A2-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI508-A2-RUBRIC,AI508-A2-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C2,AI508-A2-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C2,AI508-A2-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C2,AI508-A2-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI508-A2-RUBRIC,AI508-A2-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C3,AI508-A2-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C3,AI508-A2-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A2-RUBRIC-C3,AI508-A2-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI508-M2-MLO1,AI508-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI508-M2-MLO2,AI508-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI508-M2-MLO3,AI508-A2,"{""weight"": 0.33}"
HAS_MODULE,AI508,AI508-M3,"{""sequence"": 3}"
DEFINES_MLO,AI508-M3,AI508-M3-MLO1,{}
CONTRIBUTES_TO,AI508-M3-MLO1,AI508-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI508-M3,AI508-M3-MLO2,{}
CONTRIBUTES_TO,AI508-M3-MLO2,AI508-CLO4,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI508-M3,AI508-M3-MLO3,{}
CONTRIBUTES_TO,AI508-M3-MLO3,AI508-CLO1,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI508-M3,AI508-M3-L1,"{""sequence"": 1}"
ADDRESSES,AI508-M3-L1,AI508-M3-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI508-M3,AI508-M3-L2,"{""sequence"": 2}"
ADDRESSES,AI508-M3-L2,AI508-M3-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI508-A3,AI508-A3-RUBRIC,{}
HAS_CRITERION,AI508-A3-RUBRIC,AI508-A3-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C1,AI508-A3-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C1,AI508-A3-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C1,AI508-A3-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI508-A3-RUBRIC,AI508-A3-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C2,AI508-A3-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C2,AI508-A3-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C2,AI508-A3-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI508-A3-RUBRIC,AI508-A3-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C3,AI508-A3-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C3,AI508-A3-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI508-A3-RUBRIC-C3,AI508-A3-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI508-M3-MLO1,AI508-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI508-M3-MLO2,AI508-A3,"{""weight"": 0.33}"
ASSESSED_BY,AI508-M3-MLO3,AI508-A3,"{""weight"": 0.33}"
HAS_COURSE,MSCAI,AI590,"{""sequence"": 9}"
DEFINES_CLO,AI590,AI590-CLO1,{}
DEVELOPS,AI590-CLO1,SK-AI-RESEARCH-METHODS,"{""weight"": 0.33}"
DEVELOPS,AI590-CLO1,SK-EXPERIMENT-DESIGN,"{""weight"": 0.33}"
DEVELOPS,AI590-CLO1,SK-SCIENTIFIC-COMMUNICATION,"{""weight"": 0.33}"
DEFINES_CLO,AI590,AI590-CLO2,{}
DEVELOPS,AI590-CLO2,SK-AI-RESEARCH-METHODS,"{""weight"": 0.33}"
DEVELOPS,AI590-CLO2,SK-EXPERIMENT-DESIGN,"{""weight"": 0.33}"
DEFINES_CLO,AI590,AI590-CLO3,{}
DEVELOPS,AI590-CLO3,SK-AI-RESEARCH-METHODS,"{""weight"": 0.33}"
DEVELOPS,AI590-CLO3,SK-EXPERIMENT-DESIGN,"{""weight"": 0.33}"
DEVELOPS,AI590-CLO3,SK-SCIENTIFIC-COMMUNICATION,"{""weight"": 0.33}"
DEFINES_CLO,AI590,AI590-CLO4,{}
DEVELOPS,AI590-CLO4,SK-AI-RESEARCH-METHODS,"{""weight"": 0.33}"
DEVELOPS,AI590-CLO4,SK-EXPERIMENT-DESIGN,"{""weight"": 0.33}"
HAS_MODULE,AI590,AI590-M1,"{""sequence"": 1}"
DEFINES_MLO,AI590-M1,AI590-M1-MLO1,{}
CONTRIBUTES_TO,AI590-M1-MLO1,AI590-CLO1,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI590-M1,AI590-M1-MLO2,{}
CONTRIBUTES_TO,AI590-M1-MLO2,AI590-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI590-M1,AI590-M1-MLO3,{}
CONTRIBUTES_TO,AI590-M1-MLO3,AI590-CLO3,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI590-M1,AI590-M1-L1,"{""sequence"": 1}"
ADDRESSES,AI590-M1-L1,AI590-M1-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI590-M1,AI590-M1-L2,"{""sequence"": 2}"
ADDRESSES,AI590-M1-L2,AI590-M1-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI590-A1,AI590-A1-RUBRIC,{}
HAS_CRITERION,AI590-A1-RUBRIC,AI590-A1-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C1,AI590-A1-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C1,AI590-A1-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C1,AI590-A1-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI590-A1-RUBRIC,AI590-A1-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C2,AI590-A1-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C2,AI590-A1-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C2,AI590-A1-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI590-A1-RUBRIC,AI590-A1-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C3,AI590-A1-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C3,AI590-A1-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A1-RUBRIC-C3,AI590-A1-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI590-M1-MLO1,AI590-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI590-M1-MLO2,AI590-A1,"{""weight"": 0.33}"
ASSESSED_BY,AI590-M1-MLO3,AI590-A1,"{""weight"": 0.33}"
HAS_MODULE,AI590,AI590-M2,"{""sequence"": 2}"
DEFINES_MLO,AI590-M2,AI590-M2-MLO1,{}
CONTRIBUTES_TO,AI590-M2-MLO1,AI590-CLO2,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI590-M2,AI590-M2-MLO2,{}
CONTRIBUTES_TO,AI590-M2-MLO2,AI590-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI590-M2,AI590-M2-MLO3,{}
CONTRIBUTES_TO,AI590-M2-MLO3,AI590-CLO4,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI590-M2,AI590-M2-L1,"{""sequence"": 1}"
ADDRESSES,AI590-M2-L1,AI590-M2-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI590-M2,AI590-M2-L2,"{""sequence"": 2}"
ADDRESSES,AI590-M2-L2,AI590-M2-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI590-A2,AI590-A2-RUBRIC,{}
HAS_CRITERION,AI590-A2-RUBRIC,AI590-A2-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C1,AI590-A2-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C1,AI590-A2-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C1,AI590-A2-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI590-A2-RUBRIC,AI590-A2-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C2,AI590-A2-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C2,AI590-A2-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C2,AI590-A2-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI590-A2-RUBRIC,AI590-A2-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C3,AI590-A2-RUBRIC-C3-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C3,AI590-A2-RUBRIC-C3-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A2-RUBRIC-C3,AI590-A2-RUBRIC-C3-ADVANCED,{}
ASSESSED_BY,AI590-M2-MLO1,AI590-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI590-M2-MLO2,AI590-A2,"{""weight"": 0.33}"
ASSESSED_BY,AI590-M2-MLO3,AI590-A2,"{""weight"": 0.33}"
HAS_MODULE,AI590,AI590-M3,"{""sequence"": 3}"
DEFINES_MLO,AI590-M3,AI590-M3-MLO1,{}
CONTRIBUTES_TO,AI590-M3-MLO1,AI590-CLO3,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI590-M3,AI590-M3-MLO2,{}
CONTRIBUTES_TO,AI590-M3-MLO2,AI590-CLO4,"{""alignmentStrength"": 0.75}"
DEFINES_MLO,AI590-M3,AI590-M3-MLO3,{}
CONTRIBUTES_TO,AI590-M3-MLO3,AI590-CLO1,"{""alignmentStrength"": 0.75}"
HAS_LESSON,AI590-M3,AI590-M3-L1,"{""sequence"": 1}"
ADDRESSES,AI590-M3-L1,AI590-M3-MLO1,"{""coverage"": 0.8}"
HAS_LESSON,AI590-M3,AI590-M3-L2,"{""sequence"": 2}"
ADDRESSES,AI590-M3-L2,AI590-M3-MLO2,"{""coverage"": 0.8}"
USES_RUBRIC,AI590-A3,AI590-A3-RUBRIC,{}
HAS_CRITERION,AI590-A3-RUBRIC,AI590-A3-RUBRIC-C1,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C1,AI590-A3-RUBRIC-C1-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C1,AI590-A3-RUBRIC-C1-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C1,AI590-A3-RUBRIC-C1-ADVANCED,{}
HAS_CRITERION,AI590-A3-RUBRIC,AI590-A3-RUBRIC-C2,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C2,AI590-A3-RUBRIC-C2-DEVELOPING,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C2,AI590-A3-RUBRIC-C2-PROFICIENT,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C2,AI590-A3-RUBRIC-C2-ADVANCED,{}
HAS_CRITERION,AI590-A3-RUBRIC,AI590-A3-RUBRIC-C3,{}
HAS_PERFORMANCE_LEVEL,AI590-A3-RUBRIC-C3,AI590-A3-RUBRIC-C3-DEVELOPING,{}
