id,labels,uri,properties_json
AI505-A2-RUBRIC-C2-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a2-rubric-c2-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI505-A2-RUBRIC-C2-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a2-rubric-c2-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI505-A2-RUBRIC-C3,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai505-a2-rubric-c3,"{""title"": ""Criterion 3"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI505-A2-RUBRIC-C3-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a2-rubric-c3-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI505-A2-RUBRIC-C3-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a2-rubric-c3-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI505-A2-RUBRIC-C3-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a2-rubric-c3-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI505-M3,Module,https://dlu.example.org/ekg/module/ai505-m3,"{""code"": ""AI505-M3"", ""title"": ""Vision Applications"", ""sequence"": 3, ""workloadHours"": 83.33333333333333}"
AI505-M3-MLO1,MLO,https://dlu.example.org/ekg/mlo/ai505-m3-mlo1,"{""statement"": ""Evaluate the key methods and artifacts of Vision Applications (MLO 1)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Evaluate"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI505-M3-MLO2,MLO,https://dlu.example.org/ekg/mlo/ai505-m3-mlo2,"{""statement"": ""Create the key methods and artifacts of Vision Applications (MLO 2)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Create"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI505-M3-MLO3,MLO,https://dlu.example.org/ekg/mlo/ai505-m3-mlo3,"{""statement"": ""Understand the key methods and artifacts of Vision Applications (MLO 3)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Understand"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI505-M3-L1,Lesson,https://dlu.example.org/ekg/lesson/ai505-m3-l1,"{""title"": ""Vision Applications - Lesson 1"", ""sequence"": 1, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI505-M3-L2,Lesson,https://dlu.example.org/ekg/lesson/ai505-m3-l2,"{""title"": ""Vision Applications - Lesson 2"", ""sequence"": 2, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI505-A3,Assessment,https://dlu.example.org/ekg/assessment/ai505-a3,"{""code"": ""AI505-A3"", ""title"": ""Vision Applications assessment"", ""assessmentType"": ""project"", ""weight"": 0.3, ""maxScore"": 100, ""summative"": true}"
AI505-A3-RUBRIC,Rubric,https://dlu.example.org/ekg/rubric/ai505-a3-rubric,"{""title"": ""Rubric for AI505-A3"", ""version"": ""1.0""}"
AI505-A3-RUBRIC-C1,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai505-a3-rubric-c1,"{""title"": ""Criterion 1"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI505-A3-RUBRIC-C1-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c1-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI505-A3-RUBRIC-C1-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c1-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI505-A3-RUBRIC-C1-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c1-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI505-A3-RUBRIC-C2,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai505-a3-rubric-c2,"{""title"": ""Criterion 2"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI505-A3-RUBRIC-C2-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c2-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI505-A3-RUBRIC-C2-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c2-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI505-A3-RUBRIC-C2-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c2-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI505-A3-RUBRIC-C3,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai505-a3-rubric-c3,"{""title"": ""Criterion 3"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI505-A3-RUBRIC-C3-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c3-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI505-A3-RUBRIC-C3-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c3-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI505-A3-RUBRIC-C3-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai505-a3-rubric-c3-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506,Course,https://dlu.example.org/ekg/course/ai506,"{""code"": ""AI506"", ""title"": ""Natural Language Processing"", ""ects"": 10, ""level"": ""graduate"", ""language"": ""en"", ""version"": ""1.0"", ""status"": ""demo""}"
AI506-CLO1,CLO,https://dlu.example.org/ekg/clo/ai506-clo1,"{""statement"": ""Apply and apply core capabilities of Natural Language Processing (CLO 1)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Apply"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-CLO2,CLO,https://dlu.example.org/ekg/clo/ai506-clo2,"{""statement"": ""Analyze and apply core capabilities of Natural Language Processing (CLO 2)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Analyze"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-CLO3,CLO,https://dlu.example.org/ekg/clo/ai506-clo3,"{""statement"": ""Evaluate and apply core capabilities of Natural Language Processing (CLO 3)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Evaluate"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-CLO4,CLO,https://dlu.example.org/ekg/clo/ai506-clo4,"{""statement"": ""Create and apply core capabilities of Natural Language Processing (CLO 4)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Create"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M1,Module,https://dlu.example.org/ekg/module/ai506-m1,"{""code"": ""AI506-M1"", ""title"": ""Text Representation"", ""sequence"": 1, ""workloadHours"": 83.33333333333333}"
AI506-M1-MLO1,MLO,https://dlu.example.org/ekg/mlo/ai506-m1-mlo1,"{""statement"": ""Analyze the key methods and artifacts of Text Representation (MLO 1)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Analyze"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M1-MLO2,MLO,https://dlu.example.org/ekg/mlo/ai506-m1-mlo2,"{""statement"": ""Evaluate the key methods and artifacts of Text Representation (MLO 2)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Evaluate"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M1-MLO3,MLO,https://dlu.example.org/ekg/mlo/ai506-m1-mlo3,"{""statement"": ""Create the key methods and artifacts of Text Representation (MLO 3)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Create"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M1-L1,Lesson,https://dlu.example.org/ekg/lesson/ai506-m1-l1,"{""title"": ""Text Representation - Lesson 1"", ""sequence"": 1, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI506-M1-L2,Lesson,https://dlu.example.org/ekg/lesson/ai506-m1-l2,"{""title"": ""Text Representation - Lesson 2"", ""sequence"": 2, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI506-A1,Assessment,https://dlu.example.org/ekg/assessment/ai506-a1,"{""code"": ""AI506-A1"", ""title"": ""Text Representation assessment"", ""assessmentType"": ""assignment"", ""weight"": 0.3, ""maxScore"": 100, ""summative"": true}"
AI506-A1-RUBRIC,Rubric,https://dlu.example.org/ekg/rubric/ai506-a1-rubric,"{""title"": ""Rubric for AI506-A1"", ""version"": ""1.0""}"
AI506-A1-RUBRIC-C1,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a1-rubric-c1,"{""title"": ""Criterion 1"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A1-RUBRIC-C1-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c1-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A1-RUBRIC-C1-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c1-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A1-RUBRIC-C1-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c1-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-A1-RUBRIC-C2,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a1-rubric-c2,"{""title"": ""Criterion 2"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A1-RUBRIC-C2-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c2-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A1-RUBRIC-C2-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c2-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A1-RUBRIC-C2-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c2-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-A1-RUBRIC-C3,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a1-rubric-c3,"{""title"": ""Criterion 3"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A1-RUBRIC-C3-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c3-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A1-RUBRIC-C3-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c3-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A1-RUBRIC-C3-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a1-rubric-c3-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-M2,Module,https://dlu.example.org/ekg/module/ai506-m2,"{""code"": ""AI506-M2"", ""title"": ""Sequence Modeling"", ""sequence"": 2, ""workloadHours"": 83.33333333333333}"
AI506-M2-MLO1,MLO,https://dlu.example.org/ekg/mlo/ai506-m2-mlo1,"{""statement"": ""Evaluate the key methods and artifacts of Sequence Modeling (MLO 1)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Evaluate"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M2-MLO2,MLO,https://dlu.example.org/ekg/mlo/ai506-m2-mlo2,"{""statement"": ""Create the key methods and artifacts of Sequence Modeling (MLO 2)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Create"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M2-MLO3,MLO,https://dlu.example.org/ekg/mlo/ai506-m2-mlo3,"{""statement"": ""Understand the key methods and artifacts of Sequence Modeling (MLO 3)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Understand"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M2-L1,Lesson,https://dlu.example.org/ekg/lesson/ai506-m2-l1,"{""title"": ""Sequence Modeling - Lesson 1"", ""sequence"": 1, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI506-M2-L2,Lesson,https://dlu.example.org/ekg/lesson/ai506-m2-l2,"{""title"": ""Sequence Modeling - Lesson 2"", ""sequence"": 2, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI506-A2,Assessment,https://dlu.example.org/ekg/assessment/ai506-a2,"{""code"": ""AI506-A2"", ""title"": ""Sequence Modeling assessment"", ""assessmentType"": ""assignment"", ""weight"": 0.3, ""maxScore"": 100, ""summative"": true}"
AI506-A2-RUBRIC,Rubric,https://dlu.example.org/ekg/rubric/ai506-a2-rubric,"{""title"": ""Rubric for AI506-A2"", ""version"": ""1.0""}"
AI506-A2-RUBRIC-C1,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a2-rubric-c1,"{""title"": ""Criterion 1"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A2-RUBRIC-C1-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c1-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A2-RUBRIC-C1-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c1-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A2-RUBRIC-C1-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c1-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-A2-RUBRIC-C2,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a2-rubric-c2,"{""title"": ""Criterion 2"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A2-RUBRIC-C2-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c2-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A2-RUBRIC-C2-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c2-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A2-RUBRIC-C2-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c2-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-A2-RUBRIC-C3,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a2-rubric-c3,"{""title"": ""Criterion 3"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A2-RUBRIC-C3-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c3-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A2-RUBRIC-C3-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c3-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A2-RUBRIC-C3-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a2-rubric-c3-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-M3,Module,https://dlu.example.org/ekg/module/ai506-m3,"{""code"": ""AI506-M3"", ""title"": ""Modern NLP Systems"", ""sequence"": 3, ""workloadHours"": 83.33333333333333}"
AI506-M3-MLO1,MLO,https://dlu.example.org/ekg/mlo/ai506-m3-mlo1,"{""statement"": ""Create the key methods and artifacts of Modern NLP Systems (MLO 1)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Create"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M3-MLO2,MLO,https://dlu.example.org/ekg/mlo/ai506-m3-mlo2,"{""statement"": ""Understand the key methods and artifacts of Modern NLP Systems (MLO 2)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Understand"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M3-MLO3,MLO,https://dlu.example.org/ekg/mlo/ai506-m3-mlo3,"{""statement"": ""Apply the key methods and artifacts of Modern NLP Systems (MLO 3)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Apply"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI506-M3-L1,Lesson,https://dlu.example.org/ekg/lesson/ai506-m3-l1,"{""title"": ""Modern NLP Systems - Lesson 1"", ""sequence"": 1, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI506-M3-L2,Lesson,https://dlu.example.org/ekg/lesson/ai506-m3-l2,"{""title"": ""Modern NLP Systems - Lesson 2"", ""sequence"": 2, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI506-A3,Assessment,https://dlu.example.org/ekg/assessment/ai506-a3,"{""code"": ""AI506-A3"", ""title"": ""Modern NLP Systems assessment"", ""assessmentType"": ""project"", ""weight"": 0.3, ""maxScore"": 100, ""summative"": true}"
AI506-A3-RUBRIC,Rubric,https://dlu.example.org/ekg/rubric/ai506-a3-rubric,"{""title"": ""Rubric for AI506-A3"", ""version"": ""1.0""}"
AI506-A3-RUBRIC-C1,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a3-rubric-c1,"{""title"": ""Criterion 1"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A3-RUBRIC-C1-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c1-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A3-RUBRIC-C1-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c1-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A3-RUBRIC-C1-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c1-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-A3-RUBRIC-C2,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a3-rubric-c2,"{""title"": ""Criterion 2"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A3-RUBRIC-C2-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c2-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A3-RUBRIC-C2-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c2-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A3-RUBRIC-C2-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c2-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI506-A3-RUBRIC-C3,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai506-a3-rubric-c3,"{""title"": ""Criterion 3"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI506-A3-RUBRIC-C3-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c3-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI506-A3-RUBRIC-C3-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c3-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI506-A3-RUBRIC-C3-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai506-a3-rubric-c3-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
AI507,Course,https://dlu.example.org/ekg/course/ai507,"{""code"": ""AI507"", ""title"": ""Responsible AI, Governance & Security"", ""ects"": 10, ""level"": ""graduate"", ""language"": ""en"", ""version"": ""1.0"", ""status"": ""demo""}"
AI507-CLO1,CLO,https://dlu.example.org/ekg/clo/ai507-clo1,"{""statement"": ""Analyze and apply core capabilities of Responsible AI, Governance & Security (CLO 1)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Analyze"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI507-CLO2,CLO,https://dlu.example.org/ekg/clo/ai507-clo2,"{""statement"": ""Evaluate and apply core capabilities of Responsible AI, Governance & Security (CLO 2)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Evaluate"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI507-CLO3,CLO,https://dlu.example.org/ekg/clo/ai507-clo3,"{""statement"": ""Create and apply core capabilities of Responsible AI, Governance & Security (CLO 3)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Create"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI507-CLO4,CLO,https://dlu.example.org/ekg/clo/ai507-clo4,"{""statement"": ""Understand and apply core capabilities of Responsible AI, Governance & Security (CLO 4)."", ""outcomeType"": ""CLO"", ""bloomLevel"": ""Understand"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI507-M1,Module,https://dlu.example.org/ekg/module/ai507-m1,"{""code"": ""AI507-M1"", ""title"": ""Responsible AI"", ""sequence"": 1, ""workloadHours"": 83.33333333333333}"
AI507-M1-MLO1,MLO,https://dlu.example.org/ekg/mlo/ai507-m1-mlo1,"{""statement"": ""Evaluate the key methods and artifacts of Responsible AI (MLO 1)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Evaluate"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI507-M1-MLO2,MLO,https://dlu.example.org/ekg/mlo/ai507-m1-mlo2,"{""statement"": ""Create the key methods and artifacts of Responsible AI (MLO 2)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Create"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI507-M1-MLO3,MLO,https://dlu.example.org/ekg/mlo/ai507-m1-mlo3,"{""statement"": ""Understand the key methods and artifacts of Responsible AI (MLO 3)."", ""outcomeType"": ""MLO"", ""bloomLevel"": ""Understand"", ""targetMastery"": 0.8, ""version"": ""1.0"", ""status"": ""demo""}"
AI507-M1-L1,Lesson,https://dlu.example.org/ekg/lesson/ai507-m1-l1,"{""title"": ""Responsible AI - Lesson 1"", ""sequence"": 1, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI507-M1-L2,Lesson,https://dlu.example.org/ekg/lesson/ai507-m1-l2,"{""title"": ""Responsible AI - Lesson 2"", ""sequence"": 2, ""durationMinutes"": 90, ""modality"": ""blended""}"
AI507-A1,Assessment,https://dlu.example.org/ekg/assessment/ai507-a1,"{""code"": ""AI507-A1"", ""title"": ""Responsible AI assessment"", ""assessmentType"": ""assignment"", ""weight"": 0.3, ""maxScore"": 100, ""summative"": true}"
AI507-A1-RUBRIC,Rubric,https://dlu.example.org/ekg/rubric/ai507-a1-rubric,"{""title"": ""Rubric for AI507-A1"", ""version"": ""1.0""}"
AI507-A1-RUBRIC-C1,RubricCriterion,https://dlu.example.org/ekg/rubriccriterion/ai507-a1-rubric-c1,"{""title"": ""Criterion 1"", ""description"": ""Correctness, reasoning and implementation quality"", ""weight"": 0.33}"
AI507-A1-RUBRIC-C1-DEVELOPING,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai507-a1-rubric-c1-developing,"{""label"": ""Developing"", ""ordinal"": 1, ""minScore"": 0, ""maxScore"": 59, ""descriptor"": ""Developing performance""}"
AI507-A1-RUBRIC-C1-PROFICIENT,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai507-a1-rubric-c1-proficient,"{""label"": ""Proficient"", ""ordinal"": 2, ""minScore"": 60, ""maxScore"": 79, ""descriptor"": ""Proficient performance""}"
AI507-A1-RUBRIC-C1-ADVANCED,PerformanceLevel,https://dlu.example.org/ekg/performancelevel/ai507-a1-rubric-c1-advanced,"{""label"": ""Advanced"", ""ordinal"": 3, ""minScore"": 80, ""maxScore"": 100, ""descriptor"": ""Advanced performance""}"
